customer_id,customer_name,email,phone,registration_date,customer_segment,country,city,postal_code,lifetime_value
CUST_0572,Jessica Martinez,jessica.martinez3@gmail.com,+1-555-351-3242,08/24/2023,VIP,France,Lyon,69001,4545.47382766262
CUST_0573,Sarah Garcia,SARAH.GARCIA22GMAIL.COM,,22-May-2022,VIP,USA,Chicago,60601,4647.106513309431
CUST_0574,Michael Davis,michael.davis77@gmail.com,(555) 993-4607,04/03/2023,Wholesale,Germany,London,10115,861.9949117793718
CUST_0575,Robert Brown,robert.brown36@gmail.com,+1-555-789-4205,2021-08-10,Retail,UK,London,SW1A 1AA,6740.573751886054
CUST_0576,Robert Garcia,robert.garcia90@gmail.com,(555) 371-8702,03-Mar-2022,Retail,Germany,Berlin,10115,8230.46826169117
CUST_0577,Sarah Miller,sarah.miller17@gmail.com,,2022-05-18,Corporate,USA,Los Angeles,90001,2522.085040586659
CUST_0578,Café User,david.davis38@gmail.com,+1-555-933-4065,14-Jan-2021,Retail,France,Paris,75001,4270.87872817031
CUST_0579,Michael Martinez,michael.martinez6@gmail.com,5558519138,09/07/2023,Retail,Canada,Toronto,M5H 2N2,8404.509433976176
CUST_0580,Michael Martinez,michael.martinez73@gmail.com,5553893159,12-Nov-2021,Wholesale,France,Lyon,69001,8783.492629856652
CUST_0581,Emily Johnson,emily.johnson8@gmail.com,+1-555-303-2453,2022-10-09,Corporate,Canada,Toronto,M5H 2N2,2507.4818046158366
CUST_0582,David Brown,david.brown89@gmail.com,(555) 628-4509,2021.06.12,Corporate,Canada,Toronto,M5H 2N2,5550.649281959506
CUST_0583,William Miller,,,12/13/2021,Retail,France,Lyon,69001,2005.682191294688
CUST_0584,Robert Brown,robert.brown95@gmail.com,(555) 168-9039,10/08/2022,Wholesale,UK,Manchester,M1 1AE,1108.59976498161
CUST_0585,Michael Williams,michael.williams51@gmail.com,5556714416,2021.11.15,Retail,Germany,Berlin,,9120.09296378038
CUST_0586,Jessica Smith,jessica.smith64@gmail.com,(555) 827-3918,02-Dec-2022,Retail,France,Lyon,69001,8223.02429189788
CUST_0587,Michael Miller,MICHAEL.MILLER88GMAIL.COM,(555) 139-7851,2022-09-26,Corporate,Germany,Berlin,10115,7624.345527851422
CUST_0588,Jessica Williams,jessica.williams69@gmail.com,,16-Mar-2022,Retail,Germany,Berlin,10115,582.7865562500901
CUST_0589,William Rodriguez,william.rodriguez66@gmail.com,5557287230,19-Sep-2022,Retail,France,Lyon,69001,8452.91504783155
CUST_0590,Sarah Davis,sarah.davis10@gmail.com,(555) 746-4845,05-May-2021,Retail,USA,Chicago,60601,4436.636351463299
CUST_0591,David Jones,,555-753-6713,09/06/2022,Corporate,USA,Chicago,60601,3489.7117206290104
CUST_0592,William Martinez,william.martinez57@gmail.com,5555959691,2021.05.13,Corporate,Canada,Toronto,M5H 2N2,5510.1159741512265
CUST_0593,Résumé Buyer,john.miller97@gmail.com,(555) 772-3950,2022-06-27,Wholesale,USA,Chicago,60601,1004.3971029632027
CUST_0594,Jane Williams,JANE.WILLIAMS66@GMAIL.COM,5559985916,10/16/2021,Corporate,Germany,Berlin,10115,7590.800838588749
CUST_0595,John Brown,john.brown50@gmail.com,(555) 960-4799,12/16/2021,Retail,Germany,Berlin,10115,5866.107261194129
CUST_0596,David Davis,david.davis72@gmail.com,(555) 996-5786,13-Jan-2023,Retail,USA,Chicago,60601,1947.2419590443585
CUST_0597,François,jane.davis50@gmail.com,,18-Jan-2022,Retail,Canada,Toronto,M5H 2N2,1963.4987777135514
CUST_0598,Sarah Jones,invalid.email,5556017425,2023.04.07,Retail,Canada,Toronto,M5H 2N2,1924.0616505694748
CUST_0599,Sarah Garcia,sarah.garcia78@gmail.com,5557126851,12/07/2022,Retail,USA,Los Angeles,90001,664.3236367641465
CUST_0600,William Rodriguez,william.rodriguez35@gmail.com,5556568880,06/04/2023,VIP,UK,London,SW1A 1AA,5919.20464877968
CUST_0601,David Garcia,david.garcia27@gmail.com,(555) 402-2581,12-May-2021,Retail,Germany,Berlin,10115,8419.446958126231
CUST_0602,John Miller,john.miller24@gmail.com,(555) 324-2841,2022-01-14,Retail,Germany,Berlin,10115,273.23231847514717
CUST_0603,  Jane Garcia ,jane.garcia1@gmail.com,(555) 873-5706,02-Aug-2022,Retail,USA,New York,10001,585.1459852156081
CUST_0604,Ashley Brown,ashley.brown21@gmail.com,5555298326,21-Sep-2023,Retail,USA,Chicago,60601,5770.425739200763
CUST_0605,  Ashley Martinez ,ashley.martinez74@gmail.com,(555) 433-5053,04/30/2022,VIP,Canada,Toronto,M5H 2N2,8213.007285321917
CUST_0606,  William Williams ,WILLIAM.WILLIAMS28@GMAIL.COM,(555) 778-7960,2021-03-06,Retail,France,Paris,75001,3334.7150166294723
CUST_0607,David Garcia,david.garcia76@gmail.com,+1-555-218-3886,2021.01.19,Retail,USA,Los Angeles,90001,3561.1825481964493
CUST_0608,Sarah Rodriguez,sarah.rodriguez90@gmail.com,555-575-6224,2022-04-03,Corporate,France,Lyon,69001,6003.830325218081
CUST_0609,Müller,,5557762860,2022-01-14,Retail,USA,Los Angeles,90001,2814.707602329055
CUST_0610,Jane Miller,jane.miller66@gmail.com,555-455-7522,03/04/2022,Retail,USA,Los Angeles,90001,363.4228241690729
CUST_0611,Ashley Jones,ashley.jones59gmail.com,+1-555-821-3098,2021-09-10,Retail,France,Paris,75001,7378.762329205801
CUST_0612,Jessica Williams,jessica.williams65@gmail.com,(555) 892-8925,2021-08-03,Wholesale,UK,Manchester,M1 1AE,6293.934138120386
CUST_0613,Résumé Buyer,michael.garcia91@gmail.com,555-960-9014,26-Aug-2023,VIP,USA,New York,,5849.484390651025
CUST_0614,Robert Martinez,robert.martinez93@gmail.com,5557157750,01-Dec-2021,Corporate,Canada,Toronto,M5H 2N2,7442.672877019049
CUST_0615,Ashley Miller,ashley.miller68@gmail.com,5558034847,12/06/2022,Retail,USA,Chicago,60601,6784.785291864171
CUST_0616,François,jane.johnson34@gmail.com,(555) 129-5766,2021.08.28,Corporate,USA,Los Angeles,90001,2138.231682965379
CUST_0617,Michael Garcia,,(555) 374-9314,21-Jul-2023,Retail,France,Paris,75001,3589.5623647391762
CUST_0618,Emily Garcia,emily.garcia29@gmail.com,555-320-7701,06/12/2023,Retail,UK,Manchester,M1 1AE,1348.4904026183874
CUST_0619,Sarah Jones,SARAH.JONES38@GMAIL.COM,555-162-6295,07/14/2023,Retail,France,Paris,75001,1385.5844328370222
CUST_0620,David Martinez,david.martinez91@gmail.com,+1-555-367-6203,17-Nov-2021,Retail,UK,Manchester,M1 1AE,6794.337888929738
CUST_0621,Robert Jones,robert.jones35@gmail.com,555-521-7412,2022-10-12,Wholesale,UK,Manchester,M1 1AE,8600.141059126732
CUST_0622,  Jessica Garcia ,JESSICA.GARCIA71@GMAIL.COM,+1-555-928-8240,2023.07.27,Wholesale,Germany,Berlin,10115,9631.052580225276
CUST_0623,Ashley Rodriguez,ashley.rodriguez16@gmail.com,5555357531,2023-07-13,VIP,USA,New York,10001,6320.636463739499
CUST_0624,Jessica Miller,jessica.miller22@gmail.com,,23-Sep-2023,Wholesale,USA,Chicago,60601,1922.603101273474
CUST_0625,Michael Williams,,5553748954,2022.05.03,Wholesale,USA,Chicago,60601,1145.938419944414
CUST_0626,John Williams,john.williams6@gmail.com,555-845-4587,03/17/2023,Retail,France,Lyon,69001,8147.224618213902
CUST_0627,Emily Jones,emily.jones69@gmail.com,5554471747,10/15/2021,Retail,USA,New York,10001,5829.689115963993
CUST_0628,Jane Brown,jane.brown31@gmail.com,(555) 415-8334,23-Jul-2022,Wholesale,UK,Manchester,M1 1AE,6221.021708035826
CUST_0629,Michael Miller,MICHAEL.MILLER38@GMAIL.COM,555-519-4625,15-Dec-2021,Retail,UK,Manchester,M1 1AE,7836.474678671621
CUST_0630,Jane Johnson,jane.johnson6@gmail.com,5556863728,15-Aug-2022,Corporate,UK,London,SW1A 1AA,7062.444554551271
CUST_0631,Jane Davis,,,2023.03.24,Retail,USA,Chicago,60601,8361.136703275357
CUST_0632,Müller,william.smith19@gmail.com,+1-555-898-2807,12/06/2021,Retail,Germany,Berlin,10115,656.5176640527969
CUST_0633,John Miller,john.miller36@gmail.com,(555) 728-6401,17-Dec-2022,Retail,USA,New York,10001,7500.454303790398
CUST_0634,William Johnson,william.johnson18@gmail.com,555-232-9843,2021-07-19,Retail,USA,Los Angeles,90001,8523.442297488744
CUST_0635,  Jane Jones ,jane.jones35@gmail.com,555-120-1345,07/13/2023,Retail,Canada,Toronto,,2932.736920337312
CUST_0636,Ashley Williams,ashley.williams7@gmail.com,+1-555-921-7212,11-May-2021,Corporate,France,Paris,,6440.428012533203
CUST_0637,Jane Miller,,(555) 192-6460,09/16/2023,Retail,USA,Los Angeles,90001,3210.204431986024
CUST_0638,David Brown,,,2021.11.26,Wholesale,USA,New York,10001,9583.913558176295
CUST_0639,Emily Jones,emily.jones27@gmail.com,(555) 770-1806,12-Mar-2023,Retail,France,Lyon,69001,430.8933671114872
CUST_0640,Jessica Williams,jessica.williams69@gmail.com,555-631-4448,2022.10.10,Retail,Germany,Berlin,10115,5839.949153946255
CUST_0641,Michael Rodriguez,michael.rodriguez15@gmail.com,5554709773,2022-08-10,Retail,UK,Manchester,M1 1AE,1748.3851157901993
CUST_0642,  Michael Smith ,MICHAEL.SMITH1@GMAIL.COM,+1-555-303-3572,2023-09-22,Corporate,Germany,Berlin,10115,7150.980031253871
CUST_0643,John Garcia,john.garcia84@gmail.com,5559589776,23-Jul-2023,Retail,France,Paris,75001,1841.3138058447546
CUST_0644,Sarah Davis,sarah.davis45@gmail.com,555-505-4757,23-Aug-2021,Corporate,France,Lyon,69001,2430.2942927937397
CUST_0645,Jessica Rodriguez,,5553973644,2022.12.27,Retail,Germany,Berlin,10115,4994.271029353005
CUST_0646,David Rodriguez,,+1-555-482-6431,08/31/2022,Corporate,USA,Chicago,60601,9156.866004969093
CUST_0647,  Jessica Williams ,jessica.williams48@gmail.com,555-523-4532,09/17/2022,Retail,USA,Chicago,60601,2195.972284264911
CUST_0648,William Williams,william.williams42@gmail.com,,2021-08-31,Wholesale,Canada,Toronto,M5H 2N2,1527.976209069225
CUST_0649,Résumé Buyer,ashley.martinez11@gmail.com,+1-555-113-1591,2023.04.13,Wholesale,Germany,Berlin,10115,7613.870635354903
CUST_0650,Jessica Martinez,jessica.martinez91@gmail.com,,04/20/2023,VIP,Germany,Berlin,,5056.133370105917
CUST_0651,Robert Rodriguez,,,2021.09.13,Retail,Germany,Berlin,10115,9126.672612579538
CUST_0652,William Jones,william.jones34@gmail.com,5552049216,2022.05.16,Retail,USA,Chicago,60601,1551.4841158824386
CUST_0653,Sarah Davis,SARAH.DAVIS93@GMAIL.COM,+1-555-507-8944,2022-07-31,Retail,France,Paris,75001,6494.686140928089
CUST_0654,William Brown,william.brown18@gmail.com,,27-Apr-2022,Corporate,USA,Los Angeles,90001,2405.503546902969
CUST_0655,Jane Davis,jane.davis53@gmail.com,5553895939,2023-07-01,Wholesale,France,Lyon,69001,1651.9282436512292
CUST_0656,David Garcia,DAVID.GARCIA79@GMAIL.COM,5551244768,20-Jan-2021,Corporate,France,Lyon,69001,6865.951210056978
CUST_0657,Robert Jones,robert.jones38@gmail.com,,17-Nov-2021,Retail,UK,London,SW1A 1AA,5977.477737096459
CUST_0658,Michael Jones,michael.jones42@gmail.com,5551345463,2022.06.08,Retail,France,Lyon,69001,7572.791837787079
CUST_0659,John Smith,john.smith8@gmail.com,(555) 867-3025,21-Jun-2023,Retail,France,Paris,75001,3163.6795068172055
CUST_0660,William Williams,,(555) 932-7190,2021-04-08,VIP,Canada,Toronto,M5H 2N2,4534.919398183681
CUST_0661,Sarah Jones,sarah.jones2@gmail.com,+1-555-771-7565,2022-01-29,Wholesale,USA,New York,10001,4114.169595671143
CUST_0662,  Jessica Rodriguez ,,5552345423,2023.02.08,VIP,Germany,Berlin,10115,9842.48569326849
CUST_0663,  John Davis ,john.davis29@gmail.com,,01-Jun-2021,Retail,UK,Manchester,M1 1AE,2993.26467171994
CUST_0664,Jessica Jones,jessica.jones94@gmail.com,,2022-10-01,Wholesale,USA,Los Angeles,90001,3018.6906596329923
CUST_0665,John Miller,john.miller36@gmail.com,+1-555-616-7805,26-Nov-2021,Wholesale,USA,Chicago,60601,3610.027267403213
CUST_0666,David Martinez,david.martinez23@gmail.com,,2021.03.25,Retail,USA,New York,10001,5689.481404774183
CUST_0667,Emily Smith,emily.smith33@gmail.com,555-860-9875,2022.06.26,Corporate,UK,Manchester,M1 1AE,2597.9951682110777
CUST_0668,William Garcia,,(555) 719-3487,18-May-2022,VIP,Canada,Toronto,M5H 2N2,9161.370409754812
CUST_0669,Emily Miller,emily.miller69@gmail.com,5551977408,19-Apr-2022,Corporate,USA,Los Angeles,90001,2730.2870921760086
CUST_0670,William Miller,WILLIAM.MILLER85GMAIL.COM,555-298-6114,2022-09-10,Corporate,Canada,Toronto,M5H 2N2,8968.575742445928
CUST_0671,Robert Brown,,+1-555-903-6303,2023.07.12,Retail,USA,Los Angeles,90001,1124.403130101188
CUST_0672,Michael Miller,,(555) 535-9394,02-Jul-2023,Retail,UK,London,,6599.970753756558
CUST_0673,  Robert Brown ,,(555) 861-1383,2023.08.28,VIP,Canada,Toronto,M5H 2N2,9079.156632538612
CUST_0674,David Johnson,david.johnson96@gmail.com,(555) 409-5490,2023.09.09,Retail,USA,New York,,1770.6194401424723
CUST_0675,Robert Brown,robert.brown89@gmail.com,,01/16/2023,Corporate,Canada,Toronto,M5H 2N2,9686.436904982624
CUST_0676,  William Martinez ,william.martinez49@gmail.com,555-202-5329,09/30/2021,Corporate,UK,London,SW1A 1AA,4583.545268113566
CUST_0677,David Jones,david.jones84@gmail.com,(555) 771-8723,03/10/2021,Wholesale,Germany,Berlin,10115,9462.579573566141
CUST_0678,Résumé Buyer,william.jones33@gmail.com,(555) 485-5771,04/06/2022,VIP,Canada,Toronto,M5H 2N2,6800.518431937466
CUST_0679,Robert Brown,robert.brown81@gmail.com,555-539-2524,03-Feb-2022,Retail,USA,New York,10001,3085.7100117481605
CUST_0680,Jane Williams,jane.williams82@gmail.com,(555) 327-7657,03/08/2023,Retail,USA,Los Angeles,90001,1964.1949966793536
CUST_0681,Michael Jones,michael.jones78gmail.com,555-674-5563,2021-07-17,Retail,Canada,Toronto,M5H 2N2,3106.976957628484
CUST_0682,Jane Davis,jane.davis71@gmail.com,555-594-5659,22-Mar-2023,Retail,USA,Chicago,60601,1020.8723517004823
CUST_0683,Ashley Davis,ashley.davis27@gmail.com,(555) 819-9736,02/28/2023,Retail,USA,New York,10001,1524.2928667989647
CUST_0684,David Martinez,invalid.email,,2021-10-10,Retail,UK,Manchester,M1 1AE,1136.1383594301633
CUST_0685,Jessica Brown,jessica.brown29@gmail.com,5554911282,2022-12-30,Corporate,UK,London,SW1A 1AA,4287.141083041422
CUST_0686,Sarah Smith,,5556087449,2021.05.27,VIP,UK,London,SW1A 1AA,7976.225924950106
CUST_0687,Michael Smith,michael.smith35@gmail.com,(555) 481-9955,01/08/2022,Retail,Germany,Berlin,10115,1499.6971867417678
CUST_0688,William Smith,,,2023-05-19,Retail,USA,Los Angeles,90001,1390.1722884061253
CUST_0689,  Michael Johnson ,,,2023-03-08,VIP,Canada,Toronto,M5H 2N2,6469.946600221575
CUST_0690,David Jones,,555-691-1407,2021-03-02,Retail,France,Paris,75001,2052.111521483856
CUST_0691,Michael Davis,michael.davis97@gmail.com,+1-555-506-4802,2022.05.01,Retail,France,Lyon,69001,1066.3393772790168
CUST_0692,John Brown,john.brown51@gmail.com,555-557-7059,2021.09.10,Retail,USA,New York,10001,1751.8009242352186
CUST_0693,Jane Williams,jane.williams20@gmail.com,(555) 588-2785,2021-08-17,Wholesale,Germany,Berlin,10115,9244.940819180083
CUST_0694,John Davis,john.davis58@gmail.com,555-758-6089,10/11/2022,Retail,USA,New York,10001,8232.565402484288
CUST_0695,Emily Garcia,emily.garcia30@gmail.com,555-440-3355,2021.01.04,VIP,France,Paris,75001,3605.2391673154316
CUST_0696,Robert Jones,robert.jones94@gmail.com,+1-555-929-2370,12/02/2021,Retail,France,Lyon,69001,6592.625596541189
CUST_0697,  Jessica Garcia ,,5551973773,31-Dec-2021,Wholesale,USA,Chicago,60601,5419.029169313577
CUST_0698,Jessica Smith,jessica.smith56@gmail.com,(555) 312-9025,2023-04-25,Retail,France,Lyon,,6803.530208477383
CUST_0699,Sarah Johnson,sarah.johnson48@gmail.com,+1-555-707-5095,2022-09-28,Retail,USA,New York,10001,6858.444409381317
CUST_0700,  Michael Smith ,michael.smith19@gmail.com,555-185-3315,10-May-2022,Wholesale,Canada,Toronto,M5H 2N2,6324.46674909393
CUST_0701,David Miller,david.miller62@gmail.com,,07/30/2022,Corporate,France,Paris,,2734.403548519355
CUST_0702,Jane Rodriguez,,(555) 635-4808,2021-05-30,Corporate,France,New York,69001,486.16356555189947
CUST_0703,Jessica Williams,jessica.williams64@gmail.com,555-160-9084,03/14/2023,Wholesale,UK,Manchester,M1 1AE,4610.1111417020775
CUST_0704,  Emily Jones ,emily.jones24@gmail.com,5553587747,2021.10.07,VIP,USA,Los Angeles,90001,8920.641458437967
CUST_0705,Robert Smith,robert.smith59gmail.com,555-418-6535,2023-09-07,Corporate,USA,Los Angeles,90001,5738.022859333902
CUST_0706,Jane Brown,,+1-555-954-3467,11/24/2021,Corporate,USA,Los Angeles,90001,8340.671312848888
CUST_0707,Robert Davis,,5551376266,05/12/2022,Retail,Canada,Toronto,M5H 2N2,9917.080995316159
CUST_0708,Emily Smith,emily.smith25@gmail.com,+1-555-805-7660,11/18/2021,Retail,USA,Chicago,60601,1719.800420968935
CUST_0709,Emily Davis,emily.davis73@gmail.com,5559921091,09/12/2022,Retail,UK,Manchester,M1 1AE,6948.598627505625
CUST_0710,Jane Rodriguez,jane.rodriguez63@gmail.com,,2023.06.24,Wholesale,USA,Chicago,60601,6775.506379630244
CUST_0711,Emily Davis,emily.davis94@gmail.com,(555) 873-9007,2022-07-04,Retail,USA,Chicago,,9801.558928846956
CUST_0712,  Robert Jones ,ROBERT.JONES24@GMAIL.COM,555-658-9188,24-Jul-2021,Retail,UK,Manchester,M1 1AE,9857.447266132724
CUST_0713,Sarah Williams,,5554204862,2023-04-24,Corporate,USA,Los Angeles,90001,6898.118256068882
CUST_0714,John Rodriguez,john.rodriguez37@gmail.com,5554298559,04/11/2023,Corporate,USA,Chicago,60601,2511.786440623723
CUST_0715,William Johnson,william.johnson3@gmail.com,555-825-8913,24-Oct-2022,VIP,UK,Manchester,M1 1AE,8005.702797492931
CUST_0716,David Davis,david.davis40@gmail.com,+1-555-626-2334,12-Jul-2021,Retail,France,Lyon,69001,1159.5884286892772
CUST_0717,David Brown,DAVID.BROWN21@GMAIL.COM,(555) 207-7974,08-Sep-2023,Wholesale,USA,Chicago,60601,7828.923111299124
CUST_0718,Sarah Smith,sarah.smith23@gmail.com,5558162269,08/04/2023,Retail,USA,New York,10001,9110.941629032495
CUST_0719,Emily Johnson,emily.johnson51@gmail.com,(555) 484-3085,09/04/2022,Retail,France,Paris,75001,3890.050608207509
CUST_0720,Emily Miller,emily.miller88@gmail.com,555-875-1223,12-Sep-2022,Retail,USA,Chicago,,6343.289420332497
CUST_0721,Sarah Smith,sarah.smith78@gmail.com,(555) 265-9518,05/04/2021,Retail,USA,New York,10001,4358.41304775858
CUST_0722,Michael Jones,michael.jones25@gmail.com,,10/30/2021,Retail,USA,New York,10001,4433.874044382472
CUST_0723,Café User,ashley.johnson9@gmail.com,+1-555-270-4233,22-Jan-2023,Corporate,UK,Manchester,M1 1AE,3172.6718021703887
CUST_0724,Robert Brown,robert.brown19@gmail.com,5555482862,03/04/2021,Retail,France,Lyon,69001,7645.083242458214
CUST_0725,John Smith,john.smith10@gmail.com,+1-555-139-7949,2023-01-24,Corporate,USA,Los Angeles,90001,9368.1479852484
CUST_0726,Ashley Davis,ashley.davis55@gmail.com,,06/26/2023,Wholesale,France,Paris,75001,9413.433506421165
CUST_0727,Ashley Williams,ashley.williams32@gmail.com,5557419594,07/19/2021,Retail,USA,Chicago,60601,1830.334720261845
CUST_0728,  Sarah Johnson ,SARAH.JOHNSON59@GMAIL.COM,+1-555-598-3291,06/21/2022,Retail,France,Lyon,69001,8759.962131600003
CUST_0729,Emily Williams,emily.williams83@gmail.com,5558669963,2023-03-30,Retail,France,Paris,,7400.571270128509
CUST_0730,Jessica Johnson,jessica.johnson52@gmail.com,(555) 528-7543,2022-06-01,Wholesale,UK,Manchester,M1 1AE,2603.0902668338636
CUST_0731,Ashley Garcia,ashley.garcia13@gmail.com,,2021-10-17,Retail,France,Lyon,69001,766.1176679229941
CUST_0732,John Smith,john.smith93@gmail.com,(555) 220-8134,2021-09-12,Retail,USA,Los Angeles,90001,2753.172942155342
CUST_0733,Sarah Williams,sarah.williams68@gmail.com,,03/21/2023,Retail,USA,New York,10001,9130.861544137104
CUST_0734,William Johnson,william.johnson18@gmail.com,5556356281,01/21/2022,Wholesale,UK,London,SW1A 1AA,6368.468881468146
CUST_0735,Michael Davis,michael.davis94@gmail.com,+1-555-729-7088,2022.03.10,VIP,UK,London,SW1A 1AA,7238.441142888932
CUST_0736,Emily Garcia,EMILY.GARCIA97@GMAIL.COM,+1-555-677-3718,12/19/2022,Retail,UK,London,SW1A 1AA,2645.808275980049
CUST_0737,William Garcia,invalid.email,5552445754,04/19/2023,Corporate,Germany,Berlin,10115,7221.9427401907205
CUST_0738,Jessica Brown,jessica.brown78gmail.com,555-635-4349,24-May-2023,Wholesale,Canada,Toronto,M5H 2N2,378.4029121514452
CUST_0739,John Miller,john.miller13@gmail.com,+1-555-922-7082,01/12/2021,VIP,Canada,Toronto,M5H 2N2,3815.6813231528367
CUST_0740,Sarah Williams,sarah.williams49@gmail.com,555-631-5116,02-Nov-2021,Corporate,France,Lyon,69001,6304.858150569079
CUST_0741,  David Smith ,david.smith50@gmail.com,(555) 583-8583,2021-09-25,Wholesale,USA,Los Angeles,90001,1546.3559988590703
CUST_0742,Jessica Davis,jessica.davis3@gmail.com,,2021.07.29,Wholesale,UK,Manchester,M1 1AE,8247.735387024653
CUST_0743,William Jones,,+1-555-864-3217,2021-05-28,Corporate,USA,New York,10001,2426.8098582379944
CUST_0744,William Davis,WILLIAM.DAVIS2@GMAIL.COM,,10/31/2021,Retail,France,Paris,75001,6557.583016902618
CUST_0745,Emily Martinez,emily.martinez98@gmail.com,5558328763,26-Jan-2021,Retail,Germany,Berlin,10115,4111.451711495763
CUST_0746,Michael Rodriguez,MICHAEL.RODRIGUEZ83@GMAIL.COM,5551106205,01/30/2021,Retail,Canada,Toronto,M5H 2N2,6000.831595228707
CUST_0747,Sarah Garcia,sarah.garcia6@gmail.com,(555) 526-3936,10/30/2022,Corporate,France,Lyon,69001,1163.7604710261905
CUST_0748,Jessica Jones,,5552538708,22-Oct-2022,Corporate,USA,Los Angeles,90001,267.4367192239125
CUST_0749,Ashley Rodriguez,ASHLEY.RODRIGUEZ32@GMAIL.COM,555-168-1091,2023.02.20,Retail,Germany,Berlin,10115,9104.68783106498
CUST_0750,Michael Johnson,michael.johnson99@gmail.com,(555) 419-4074,2022-03-08,Wholesale,USA,New York,10001,2769.33708679511
CUST_0751,William Williams,,+1-555-304-2537,2021.03.22,Retail,France,Lyon,,8214.802327526544
CUST_0752,Jessica Jones,jessica.jones35@gmail.com,5556508513,2022.01.13,Retail,UK,London,SW1A 1AA,9993.567974674781
CUST_0753,David Rodriguez,david.rodriguez19@gmail.com,+1-555-438-2551,04/22/2022,VIP,USA,New York,10001,2193.1694541892207
CUST_0754,Sarah Davis,sarah.davis81@gmail.com,5551628679,06-Mar-2023,Retail,UK,Manchester,M1 1AE,2725.1903377152203
CUST_0755,John Rodriguez,invalid.email,5557083563,21-Jul-2023,Retail,Canada,Toronto,M5H 2N2,6662.31189758319
CUST_0756,  Robert Williams ,robert.williams2@gmail.com,+1-555-168-6741,2021.06.01,Wholesale,USA,Los Angeles,90001,9657.94148254615
CUST_0757,John Martinez,john.martinez2@gmail.com,5557514703,2022.04.03,Corporate,UK,London,SW1A 1AA,9166.562047088364
CUST_0758,Sarah Martinez,,5554531231,2022.10.03,Retail,Canada,Toronto,M5H 2N2,5078.467648649291
CUST_0759,Emily Garcia,emily.garcia70@gmail.com,5552975498,27-Jan-2022,Wholesale,USA,Chicago,60601,7971.591797014574
CUST_0760,Jane Rodriguez,jane.rodriguez95@gmail.com,(555) 391-7982,2022-07-23,Wholesale,UK,Manchester,M1 1AE,1443.8839456890205
CUST_0761,Robert Brown,robert.brown44@gmail.com,(555) 698-6009,2021.06.10,Retail,France,Lyon,69001,9776.638023619722
CUST_0762,William Davis,william.davis91@gmail.com,+1-555-476-7607,2022.09.01,Retail,Germany,Berlin,10115,9647.097016956266
CUST_0763,  William Williams ,william.williams11gmail.com,,31-Mar-2022,Wholesale,USA,Los Angeles,90001,1720.9166830037925
CUST_0764,Ashley Jones,ashley.jones26@gmail.com,555-756-4319,02/16/2023,Retail,Canada,Toronto,M5H 2N2,3064.2889355507555
CUST_0765,Sarah Miller,sarah.miller18@gmail.com,5551793497,2021.11.18,VIP,UK,London,SW1A 1AA,1091.5344753169925
CUST_0766,Sarah Johnson,sarah.johnson62@gmail.com,,2021-04-21,Corporate,USA,Chicago,60601,2790.004229091979
CUST_0767,Jane Rodriguez,jane.rodriguez98@gmail.com,5553863921,18-Aug-2023,VIP,USA,France,75001,8177.962315210546
CUST_0768,Jane Smith,jane.smith73@gmail.com,+1-555-369-2676,2021-10-08,Retail,Canada,Toronto,M5H 2N2,3845.3245109360687
CUST_0769,Michael Williams,,(555) 229-9557,04/12/2022,VIP,USA,Chicago,60601,975.129974752908
CUST_0770,John Brown,JOHN.BROWN21@GMAIL.COM,,2021-10-10,Retail,UK,London,SW1A 1AA,3488.0326953111553
CUST_0771,Jane Davis,jane.davis40@gmail.com,(555) 438-5542,2021.07.22,Retail,Canada,Toronto,,9815.695008988672
CUST_0772,Emily Johnson,emily.johnson43@gmail.com,5559268756,2022-12-25,Retail,France,Lyon,69001,6333.867593066109
CUST_0773,John Martinez,john.martinez62@gmail.com,555-314-3754,2022-09-14,Retail,Canada,Toronto,M5H 2N2,4219.993369420962
CUST_0774,Robert Davis,robert.davis20gmail.com,,2022.04.10,Wholesale,Germany,Berlin,10115,1748.731283622973
CUST_0775,William Martinez,william.martinez32@gmail.com,5553212496,10/19/2021,Retail,USA,New York,10001,9863.150293108578
CUST_0776,Ashley Jones,ashley.jones8@gmail.com,+1-555-922-3400,06/16/2021,Retail,USA,New York,10001,8226.405191704975
CUST_0777,John Garcia,john.garcia70@gmail.com,555-246-3700,2022.08.24,Wholesale,Germany,Berlin,10115,2886.625294264102
CUST_0778,Emily Martinez,emily.martinez89@gmail.com,5555861004,2021-05-12,Retail,UK,Manchester,M1 1AE,793.6800876397756
CUST_0779,Jane Smith,jane.smith35gmail.com,5554312274,11/27/2021,Wholesale,USA,Chicago,60601,660.5930180378245
CUST_0780,Emily Davis,,555-153-3244,2023.09.07,Retail,USA,New York,10001,1291.743680104785
CUST_0781,Jane Davis,jane.davis70@gmail.com,5556238203,01/18/2021,Corporate,USA,New York,10001,5849.608977782774
CUST_0782,John Garcia,,,2021-05-07,Corporate,Germany,Berlin,10115,9294.757869934374
CUST_0783,William Miller,william.miller3@gmail.com,,23-Feb-2021,Retail,UK,Manchester,M1 1AE,5017.759937259247
CUST_0784,Sarah Smith,sarah.smith6@gmail.com,555-612-2921,2023.06.08,Retail,UK,Manchester,M1 1AE,8445.160276316352
CUST_0785,Ashley Jones,ashley.jones14@gmail.com,5553467442,2021.12.01,Retail,France,Lyon,69001,4514.277536612098
